target,implementation_mode,paper_mode,repeat,run_id,sample_index,ts,execs_done,execs_per_sec,paths_total,bitmap_cvg,unique_crashes,unique_hangs,recipe_hits,recipe_misses
cjson_parser,baseline-afl,AFL++ default,01,p1_e1_cjson_baseline-afl_r01,94,1779372492,9124550,151946.680000,0,21.840000,0,0,0,0
cjson_parser,baseline-afl,AFL++ default,01,p1_e1_cjson_baseline-afl_r01,95,1779372492,9124550,151946.680000,0,21.840000,0,0,0,0
cjson_parser,baseline-afl,AFL++ default,01,p1_e1_cjson_baseline-afl_r01,96,1779372492,9124550,151946.680000,0,21.840000,0,0,0,0
cjson_parser,baseline-afl,AFL++ default,01,p1_e1_cjson_baseline-afl_r01,97,1779372492,9124550,151946.680000,0,21.840000,0,0,0,0
cjson_parser,baseline-afl,AFL++ default,01,p1_e1_cjson_baseline-afl_r01,98,1779372492,9124550,151946.680000,0,21.840000,0,0,0,0
cjson_parser,baseline-afl,AFL++ default,01,p1_e1_cjson_baseline-afl_r01,99,1779372492,9124550,151946.680000,0,21.840000,0,0,0,0
cjson_parser,baseline-afl,AFL++ default,01,p1_e1_cjson_baseline-afl_r01,100,1779372492,9124550,151946.680000,0,21.840000,0,0,0,0
cjson_parser,baseline-afl,AFL++ default,01,p1_e1_cjson_baseline-afl_r01,101,1779372492,9124550,151946.680000,0,21.840000,0,0,0,0
cjson_parser,baseline-afl,AFL++ default,01,p1_e1_cjson_baseline-afl_r01,102,1779372492,9124550,151946.680000,0,21.840000,0,0,0,0
cjson_parser,baseline-afl,AFL++ default,01,p1_e1_cjson_baseline-afl_r01,103,1779372492,9124550,151946.680000,0,21.840000,0,0,0,0
cjson_parser,baseline-afl,AFL++ default,01,p1_e1_cjson_baseline-afl_r01,104,1779372492,9124550,151946.680000,0,21.840000,0,0,0,0
cjson_parser,baseline-afl,AFL++ default,01,p1_e1_cjson_baseline-afl_r01,105,1779372492,9124550,151946.680000,0,21.840000,0,0,0,0
cjson_parser,baseline-afl,AFL++ default,01,p1_e1_cjson_baseline-afl_r01,106,1779372492,9124550,151946.680000,0,21.840000,0,0,0,0
cjson_parser,baseline-afl,AFL++ default,01,p1_e1_cjson_baseline-afl_r01,107,1779372492,9124550,151946.680000,0,21.840000,0,0,0,0
cjson_parser,baseline-afl,AFL++ default,01,p1_e1_cjson_baseline-afl_r01,108,1779372492,9124550,151946.680000,0,21.840000,0,0,0,0
cjson_parser,baseline-afl,AFL++ default,01,p1_e1_cjson_baseline-afl_r01,109,1779372492,9124550,151946.680000,0,21.840000,0,0,0,0
cjson_parser,baseline-afl,AFL++ default,01,p1_e1_cjson_baseline-afl_r01,110,1779372492,9124550,151946.680000,0,21.840000,0,0,0,0
